year,start_date,end_date,status,title,sponsor,total_amount,currency,share,type,organization,program,ref_number,competitive,pi,co_pis
2017--2018,2017/04,2018/03,Co-PI+1,Dynamic Transparency,The Office of the Privacy Commissioner of Canada Contributions Program (OPC),"50,000",,,Contract,OPC,Contributions Program,,Yes,Lisa Austin,Lisa Austin (Toronto); Collaborating Disciplines: Law
